mol_index,smiles,assembly_index,current_pg,current_order,trusted_pg,trusted_order,tolerance,exact_label_match,order_match,order_abs_delta,current_pg_coarse,trusted_pg_coarse,coarse_label_match,coarse_order_match
25986,[H]Oc1nc(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])n1[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
63580,[H]O[C@]1(C([H])=O)[C@@]2([H])C([H])=C([H])[C@]1([H])N2[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
128975,[H]C1([H])C([H])([H])C1([H])n1nnoc1=O,9.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
29572,[H]c1nc2c([H])c([H])n(C([H])([H])[H])c2o1,8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
9064,[H]OC([H])([H])C(=O)C#CC#N,6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
26650,[H]Oc1nc([H])oc1C([H])([H])C#N,8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
1295,[H][N-]C1OC([H])([H])C1(C([H])([H])[H])C([H])([H])[H],4.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
28853,[H]c1c(N([H])[H])c([H])n([H])c1N1C([H])([H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
116093,[H]OC([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])C([H])([H])O[H],4.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
127988,[H]c1oc(N([H])[H])c2onnc12,7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
31955,[H]Oc1c(OC([H])([H])[H])c([H])n([H])c1N([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
24575,[H][N-]C1=C([H])C([H])=C([H])[C-]([H])C(=O)O1,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
128176,[H]N([H])C1=NC(=O)C(NN)C1([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
50268,[H][N-][C+]([H])O[C@]12C([H])([H])C([H])([H])[N@H+](C1([H])[H])C2([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
48560,[H]C(=O)[C@@]1([H])[C@@]([H])(C#N)[C@@]1([H])C([H])=O,5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
21260,[H]c1nn([H])c(N([H])[H])c1C#N,7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
28750,[H][N-]C1OC([H])=C(O[H])C([H])=C1O[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
16064,[H][N-]C1N([H])[C+]([H])[NH2+]C12C([H])([H])C2([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
98642,[H][N-]C(OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O[H])C([H])([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
30808,[H]c1nc(OC([H])([H])[H])c(N([H])C([H])([H])[H])n1[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
35842,[H]C([H])(C#N)[C@]1([H])C([H])([H])[C@]2(OC2([H])[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
29629,[H]c1nc(C2([H])C([H])([H])C2([H])[H])n(C([H])([H])[H])c1[H],8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
108816,[H]C([H])([H])C([H])([H])[N@H+]1[C@@]2([H])[C@]1([H])[C@@]1([H])O[C@]2([H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
6390,[H]C#C[C@]1(O[H])C([H])([H])[N@H+](C([H])([H])[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
2645,[H]C#CC#CC([H])([H])C([H])([H])C([H])([H])[H],4.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
26693,[H]/N=C(\[H])N([H])c1nc([H])n([H])c1C([H])([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
5036,[H]Oc1c(N([H])[H])c([H])n([H])c1N([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
35511,[H]C#CC([H])([H])C1(C#C[H])C([H])([H])OC1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
32560,[H]c1oc(=O)n([H])c1C([H])([H])OC([H])([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
125926,[H]c1nc(C2([H])C([H])([H])C2([H])[H])n(C([H])([H])[H])n1,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
7267,[H][N-]C(OC([H])([H])C([H])([H])[H])C(=O)C([H])([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
121563,[H]C(=O)C([H])([H])OC([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
14445,[H]C#CC([H])([H])OC([H])([H])C([H])([H])C#C[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
1424,[H]C([H])([H])C#CC(=O)C([H])([H])C([H])([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
96811,[H]OC([H])([H])C(=O)N(C(=O)N([H])[H])C([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
25272,[H]C(=O)C([H])([H])N([H])c1nc([H])oc1[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
29529,[H]C(=O)c1nc([H])n(C([H])([H])[H])c1N([H])[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
107565,[H][N-]C1N(C([H])([H])[H])C(C([H])([H])C([H])([H])[H])=NC1([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
2531,[H]OC([H])([H])C([H])(C([H])([H])O[H])C([H])([H])O[H],3.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
126598,[H]N(c1noc(C([H])([H])N([H])[H])n1)C([H])([H])[H],8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
29102,[H]c1oc2c(c1N([H])[H])OC([H])([H])O2,6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
1267,[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],4.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
128350,[H]c1oc2c(c(N([H])[H])nn2[H])c1[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
129895,[H]OC([H])([H])c1nn([H])c(=O)c([H])c1[H],8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
121537,[H]C#CC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
30641,[H]Oc1oc(N([H])[H])nc1OC([H])([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
29963,[H]OC1N=C(NC([H])([H])[H])C([H])=C([H])O1,8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
131038,[H]c1oc(=O)nc(N([H])[H])c1F,8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
126304,[H]c1noc(C(=O)N([H])C([H])([H])[H])c1[H],8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
58068,[H]c1oc(=O)[c-]([H])c1[N+]([H])(C([H])([H])[H])C([H])([H])[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
121520,[H]C#CC([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
5926,[H]OC([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O[H],4.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
126630,[H]/C(=N\c1onc([H])c1[H])N([H])C([H])([H])[H],8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
25987,[H]c1oc(C([H])([H])[H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
115005,[H][C-]1C(C([H])([H])[H])=C(NC([H])([H])C([H])([H])[H])OC1([H])[H],8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
41490,[H]C1([H])N=C(C(=O)C#N)OC1([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
2899,[H]C1=C(C([H])([H])C([H])([H])[H])C([H])([H])OC1([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
25674,[H]c1oc([H])c(N([H])C(=O)C([H])([H])[H])c1[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
15361,[H]/N=C(\[H])N1C([H])=NC([H])([H])C1[N-][H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
9127,[H][N-][C+]([H])OC([H])([H])C(=O)C([H])([H])O[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
30006,[H]OC1=C([H])C([H])=NC([NH2+]C([H])([H])[H])O1,8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
27380,[H]Oc1c([H])c(C([H])([H])[H])c2n1C([H])([H])C2([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
10157,[H]C#CC([H])(C#C[H])C([H])(C([H])([H])[H])C([H])([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
41609,[H]C1([H])C([H])([H])C([H])(C(=O)C2([H])C([H])([H])C2([H])[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
53865,[H]N([H])C(=O)N1[C@@]2([H])[C@@]3([H])O[C@@]3([H])[C@@]12[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
119192,[H]C([H])([H])C([H])([H])O[C@@]1([H])C([H])([H])[C@@]1([H])OC([H])([H])C([H])([H])[H],4.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
31543,[H]c1nc(C([H])([H])C([H])([H])[H])n([H])c(=O)n1,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
21179,[H][N-]C1ON=C(C([H])=O)O1,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
1441,[H]/N=C(\[H])N([H])C(=O)N([H])C([H])([H])[H],4.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
7420,[H][N-][C+]([H])OC1(C([H])([H])[H])C([H])([H])OC1([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
5242,[H]c1c([H])c([H])n(C(=O)N([H])[H])c1[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
47251,[H]C(=O)C#CC([H])([H])C(=O)C([H])=O,5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
58091,[H]C1=C(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)C1([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
29956,[H]Oc1c([H])c(NC([H])([H])[H])nc([H])[n+]1[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
130344,[H]c1c(F)oc(N([H])[H])nc1=O,8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
10036,[H]C([H])([H])[NH2+]C(C#N)OC([H])([H])C([H])([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
28622,[H]c1nc([H])c(C([H])([H])[H])c(=O)nc1[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
8875,[H]C#CC(=O)OC([H])([H])C#N,5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
26782,[H]Oc1c(OC([H])=O)oc([H])c1[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
7507,[H]N([H])C(=O)C1(N([H])[H])C([H])([H])OC1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
96293,[H]C([H])([H])C([H])([H])C#C[C@]12C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
115407,[H]C([H])([H])OC([H])([H])C(=O)C(=O)C#N,6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
44943,[H][N-]C1N2C(=NC1([H])[H])OC([H])([H])C2([H])[H],8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
28003,[H]Oc1c([H])c([H])c(N([H])[H])c([H])c1C([H])([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
124414,[H]c1nc([H])n(C(=O)C([H])([H])C([H])([H])[H])n1,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
126208,[H]c1nn[n+]([H])c(NC([H])([H])[H])c1C([H])([H])[H],8.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
4482,[H]Oc1c([H])c(O[H])n([H])c1O[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
126314,[H]c1nonc1C(=O)N([H])C([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
52395,[H]C(=O)[C@]1([H])C([H])([H])[C@@]([H])(C#CC([H])([H])[H])C1([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
131122,[H]C1=C(NC([H])([H])[H])OC(F)C([H])=C1[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
32013,[H]OC([H])([H])c1c(C#N)c([H])n([H])c1[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
50644,[H]C(=O)C([H])([H])[N@H+]1[C@@]2([H])C([H])([H])OC([H])([H])[C@@]12[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
73897,[H][N-]C1N(C([H])=O)C(N([H])[H])=NC1([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
31760,[H]Oc1nc([H])c([H])nc1N([H])C([H])([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
107638,[H]N1C(OC([H])([H])[H])=NC([H])([H])C1[NH2+]C([H])([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
129172,[H]C(=O)C([H])([H])Oc1nc([H])n([H])n1,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
122331,[H]C1=C([H])C([H])([H])N([H])c2c([H])noc21,8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
76633,[H]C#C[C@@]1([H])[C@]2([H])C(=O)[C@@]1([H])[C@]2([H])O[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
98701,[H]C#CC([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
117053,[H]OC([H])([H])C([H])([H])C([H])(C([H])=O)C([H])([H])C([H])([H])O[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
80289,[H]C([H])([H])[N@@H+]1[C@@]2([H])C([H])([H])[C@]1([H])[C@@]2([H])[NH+]1C([H])([H])C1([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
17340,[H]C(=O)[C@@]12C([H])([H])[C@@]3([H])[C@@]([H])(C1([H])[H])[C@@]23[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
30895,[H]c1nc(=O)nc(C([H])([H])C([H])([H])[H])o1,6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
129843,[H]OC([H])([H])c1c([H])c([H])noc1=O,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
9012,[H][C+]([NH2+]C([H])([H])[H])OC(=O)C#N,6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
27460,[H]Oc1nc(N([H])[H])nc(=O)o1,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
13261,[H]C([H])([H])C#CC1([H])OC([H])([H])C([H])([H])O1,5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
8907,[H]C(=O)OC([H])([H])C(=O)C([H])=O,5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
30060,[H]C1=C([H])[N+]([H])C(=O)C([NH2+]C([H])([H])[H])N1[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
125557,[H]c1c2onnc2nn1C([H])([H])[H],9.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
126550,[H]N(c1nn([H])c(=O)n1C([H])([H])[H])C([H])([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
73003,[H]C(=O)c1oc(N([H])[H])c([H])c1N([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
100969,[H]OC([H])([H])C(C([H])([H])O[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],4.0,C1,1,C2,2,0.5,False,False,1,LOW_SYM,C2,False,False
42691,[H][N-]C1C(=O)C([H])=C([H])C([N-][H])N1[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
27733,[H]c1c([H])n([H])c2c([H])c(N([H])[H])oc12,6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
13123,[H]C#CC([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
66690,[H]O[C@]12C([H])=C([H])[C@]3(C([H])([H])[H])[C@@]1([H])N([H])[C@]23[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
4740,[H]c1oc(OC([H])([H])[H])c([H])c1C([H])([H])[H],4.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
20076,[H]C#CC([H])([H])c1onc([H])c1[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
21230,[H]/N=C(/c1nc([H])n([H])n1)N([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
12503,[H]N1C(=O)N(C([H])([H])[H])C(=O)C1([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
48464,[H]C(=O)C1=C([H])C([H])([H])C([H])([H])C12C([H])([H])C2([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
14584,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C#CC#N,5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
119915,[H]C([H])([H])C#CC(=O)OC([H])([H])C([H])([H])C([H])([H])[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
23554,[H][N-]C1=NC(F)ON=C1[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
128889,[H]n1nc2n(c1=O)C([H])([H])C([H])([H])O2,9.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
20496,[H]OC([H])([H])c1nn([H])nc1C([H])([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
20362,[H]OC([H])([H])c1onnc1C([H])([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
126956,[H]OC([H])([H])c1nc(OC([H])([H])[H])no1,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
95673,[H]C(=O)C1=C([H])C([NH2+]C([H])([H])[H])OC1([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
41729,[H]C([H])(C#N)OC(=O)N1C([H])([H])C1([H])[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
27082,[H][N-]C1=C([H])NC([H])=NC(O[H])=C1[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
29039,[H]c1nc2c(n1[H])C([H])([H])N=C2N([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
126717,[H]Oc1nn([H])c(OC([H])([H])[H])c1C([H])([H])[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
65531,[H]C#C[C@@]12[C@@]3([H])[C@]1([H])[C@]1([H])[C@@]3([H])[C@@]12O[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
31633,[H]Oc1nc([H])c([H])c(N([H])C([H])([H])[H])n1,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
24627,[H][N-]c1n([H])c2nc([H])oc2[n+]1[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
14175,[H][N-]C1O[C@@]2([H])[C@@]([H])(O1)[C@@]2([H])C([H])([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
126437,[H]c1c(C([H])([H])[H])nn(C([H])([H])[H])c1N([H])C([H])([H])[H],7.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
126014,[H][N-][C+]([H])Oc1nnn(C([H])([H])[H])n1,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
75270,[H]C#C[C@]1(C([H])=O)[C@@]([H])(O[H])[C@@]1([H])O[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
4314,[H]c1nc(N([H])[H])nc(C([H])([H])[H])n1,5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
365,[H]C([H])([H])[NH2+]C(OC([H])([H])[H])C([H])([H])[H],4.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
24775,[H]c1oc(=O)oc1C([H])([H])C#N,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
31763,[H]Oc1c([H])nc([H])nc1N([H])C([H])([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
122475,[H]N([H])c1noc(C#CC([H])([H])[H])n1,8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
259,[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],3.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
118859,[H]C#C[C@]1([H])C([H])([H])[C@@]([H])(C([H])([H])OC([H])([H])[H])C1([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
115778,[H]/C(=N\C([H])([H])[H])N([H])C(=O)OC([H])([H])C([H])([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
24380,[H]c1nc(N2C([H])([H])C2([H])[H])c([H])c([H])c1[H],8.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
111468,[H]O[C@@]1([H])[C@@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[H],4.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
9632,[H]C#CC1(C([H])([H])[H])OC([H])([H])C([H])([H])O1,5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
126178,[H]c1nc(N([H])[H])n[n+]([H])c1NC([H])([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
21334,[H][N-]C1=C(N([H])[H])C([H])=NNO1,7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
63139,[H]C([H])([H])C1(C([H])([H])[H])[NH2+]C(C#N)OC1([H])[H],7.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
65387,[H]C(=O)C1(C([H])([H])[H])C([H])([H])OC([H])([H])OC1([H])[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
25576,[H]c1c(C([H])([H])[H])c([H])n(C(=O)C([H])([H])[H])c1[H],6.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
28469,[H]c1c([H])c(N([H])[H])c(C([H])([H])[H])c(N([H])[H])c1[H],5.0,C1,1,Cs,2,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
56680,[H]C#CC#CC(C([H])=O)(C([H])([H])[H])C([H])([H])[H],6.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
106575,[H]OC([H])([H])[C@]12O[C@]3([H])C([H])([H])[C@@]1([H])[C@@]2([H])C3([H])[H],5.0,Cs,2,C1,1,0.5,False,False,1,LOW_SYM,LOW_SYM,True,True
